epoch,train_loss,train_ips_estimate,val_avg_cost
1,1.1248387066728396,-1.1248387066728396,0.5917645934842839
2,0.2021757613098168,-0.2021757613098168,0.65166714435846
3,0.05925541007688836,-0.05925541007688836,0.6844368013757524
4,-0.009641700059823368,0.009641700059823368,0.7101366198528709
5,-0.04825334370379215,0.04825334370379215,0.7335435177223655
6,-0.06865314228217238,0.06865314228217238,0.7243718352918697
7,-0.0806412868120748,0.0806412868120748,0.7383204356549155
8,-0.07235875893789141,0.07235875893789141,0.7318238272666475
9,-0.09708446108371667,0.09708446108371667,0.7370784369924525
10,-0.10013261407046863,0.10013261407046863,0.7277156778446546
11,-0.10741141231973535,0.10741141231973535,0.7353587465367345
12,-0.09070417098701,0.09070417098701,0.7290532148657686
13,-0.10259830453635557,0.10259830453635557,0.7293398299417216
14,-0.10867220139049966,0.10867220139049966,0.7375561287857074
15,-0.10543692407562681,0.10543692407562681,0.7371739753511035
16,-0.12218567866670049,0.12218567866670049,0.7372695137097545
17,-0.11964799210672146,0.11964799210672146,0.7310595203974396
18,-0.11830222290819106,0.11830222290819106,0.7308684436801376
19,-0.11577932540651249,0.11577932540651249,0.7451991974777873
20,-0.12065751053919287,0.12065751053919287,0.7386070507308684
21,-0.13926115753534046,0.13926115753534046,0.7280022929206076
22,-0.12868229967906422,0.12868229967906422,0.7393713576000764
23,-0.13152678960772313,0.13152678960772313,0.7298175217349766
24,-0.14060255601678207,0.14060255601678207,0.7445304289672303
25,-0.12366270915726604,0.12366270915726604,0.7432884303047673
26,-0.1165503726300338,0.1165503726300338,0.7481608865959682
27,-0.12221032446857703,0.12221032446857703,0.7390847425241235
28,-0.12176540281380648,0.12176540281380648,0.7395624343173784
29,-0.12433910572334476,0.12433910572334476,0.7260915257475876
30,-0.12400435899262843,0.12400435899262843,0.7343078245915735
31,-0.12688577616506297,0.12688577616506297,0.7672685583261679
32,-0.14228273424036478,0.14228273424036478,0.7351676698194325
33,-0.12801819127660408,0.12801819127660408,0.7331613642877616
34,-0.14321542203264392,0.14321542203264392,0.7220789146842457
35,-0.134729303277867,0.134729303277867,0.7391802808827744
36,-0.14008076764319255,0.14008076764319255,0.7347855163848285
37,-0.13830749837317222,0.13830749837317222,0.7407088946211904
38,-0.11988017321361796,0.11988017321361796,0.7225566064775008
39,-0.14435582018821783,0.14435582018821783,0.7266647558994936
40,-0.14050382960830693,0.14050382960830693,0.7469188879335052
41,-0.1523236202723954,0.1523236202723954,0.7303907518868826
42,-0.14871133328415453,0.14871133328415453,0.7488296551065252
43,-0.1399425701238215,0.1399425701238215,0.7448170440431834
44,-0.14692953921368587,0.14692953921368587,0.7580013375370211
45,-0.1380262551424296,0.1380262551424296,0.764497945925289
46,-0.15008869750992113,0.15008869750992113,0.7211235310977357
47,-0.14651262950476096,0.14651262950476096,0.7404222795452374
48,-0.15442703262416888,0.15442703262416888,0.7432884303047673
49,-0.1446274718998567,0.1446274718998567,0.7268558326167956
50,-0.1492031476581874,0.1492031476581874,0.7272379860513997
51,-0.1560665459331611,0.1560665459331611,0.7259959873889367
52,-0.15093296766281128,0.15093296766281128,0.7414732014903984
53,-0.13768453523516655,0.13768453523516655,0.7384159740135664
54,-0.14659785457036417,0.14659785457036417,0.7272379860513997
55,-0.15916272766037803,0.15916272766037803,0.7205503009458297
56,-0.1580196341054271,0.1580196341054271,0.7376516671443585
57,-0.14858692556457676,0.14858692556457676,0.7277156778446546
58,-0.1576465446016063,0.1576465446016063,0.7433839686634184
59,-0.16897648724767825,0.16897648724767825,0.7190216872074138
60,-0.15341538048106368,0.15341538048106368,0.7317282889079966
61,-0.1570885172518699,0.1570885172518699,0.7326836724945065
62,-0.16220899377747075,0.16220899377747075,0.7281933696379096
63,-0.15977929330066495,0.15977929330066495,0.7312505971147416
64,-0.15168010935430293,0.15168010935430293,0.7275246011273526
65,-0.15229652890854556,0.15229652890854556,0.7452947358364383
66,-0.16244267510331195,0.16244267510331195,0.7364096684818955
67,-0.15841975113700912,0.15841975113700912,0.7304862902455336
68,-0.17780861278752919,0.17780861278752919,0.7253272188783797
69,-0.16654572352443053,0.16654572352443053,0.7237986051399637
70,-0.15487242366551704,0.15487242366551704,0.7216012228909907
71,-0.158174647807913,0.158174647807913,0.7267602942581446
72,-0.15710986762955462,0.15710986762955462,0.7149135377854209
73,-0.14935301906307755,0.14935301906307755,0.7186395337728098
74,-0.17621054079221643,0.17621054079221643,0.7226521448361517
75,-0.16189828944271026,0.16189828944271026,0.7344033629502246
76,-0.1565754381413369,0.1565754381413369,0.7290532148657686
77,-0.15679692254280267,0.15679692254280267,0.7157733830132799
78,-0.16728777698565112,0.16728777698565112,0.7180663036209038
79,-0.15807773110092335,0.15807773110092335,0.7187350721314608
80,-0.16732517050822143,0.16732517050822143,0.7270469093340977
81,-0.1704432992770782,0.1704432992770782,0.7357408999713385
82,-0.16995008145054075,0.16995008145054075,0.7202636858698768
83,-0.17035504730175371,0.17035504730175371,0.7111875417980319
84,-0.16071020287421087,0.16071020287421087,0.7321104423426006
85,-0.1626395567563241,0.1626395567563241,0.7245629120091717
86,-0.15262116609222215,0.15262116609222215,0.7213146078150378
87,-0.15713288113677307,0.15713288113677307,0.7293398299417216
88,-0.16241023434407037,0.16241023434407037,0.7279067545619566
89,-0.1675341332776715,0.1675341332776715,0.7353587465367345
90,-0.16265397547217814,0.16265397547217814,0.7145313843508169
91,-0.16900963624736862,0.16900963624736862,0.7285755230725136
92,-0.16881044277840335,0.16881044277840335,0.7280978312792586
93,-0.18371581678967114,0.18371581678967114,0.7186395337728098
94,-0.174841023951202,0.174841023951202,0.7198815324352728
95,-0.1763897479876228,0.1763897479876228,0.7181618419795548
96,-0.1742402238710581,0.1742402238710581,0.7295309066590236
97,-0.1745725922367495,0.1745725922367495,0.7160599980892328
98,-0.19013332555313472,0.19013332555313472,0.7211235310977357
99,-0.1709087319550631,0.1709087319550631,0.7196904557179707
100,-0.17450692358872164,0.17450692358872164,0.7149135377854209
101,-0.17746016298137282,0.17746016298137282,0.7176841501862998
