epoch,train_loss,val_loss,val_roc_auc,val_pr_auc,learning_rate
96,0.9177913238172946,0.906256767836484,0.8496855593629787,0.3685327755887425,0.0005
97,0.9164239045070566,0.9064674377441406,0.8495723578160853,0.36836692036517427,0.0005
98,0.9173316294732301,0.9082759727131237,0.8491175822717041,0.3681696336209351,0.0005
99,0.9153559609599735,0.9077831886031411,0.8493637518727124,0.369474236049699,0.00025
100,0.9133741589991943,0.908927397294478,0.8488322443519576,0.3682614257891204,0.00025
101,0.9124238912178122,0.9087048064578663,0.8488741114189142,0.36880008342265413,0.00025
102,0.9136683895536091,0.9079777598381042,0.849211746702786,0.3693798732706124,0.00025
103,0.9126061304755833,0.9090648781169545,0.8490520099839096,0.3689044940865395,0.00025
104,0.9140923288853272,0.909416756846688,0.8488635352434636,0.3683307710279109,0.00025
105,0.9147989607375601,0.9081651839342985,0.8494936564829039,0.3698850312999464,0.00025
106,0.9137235763280288,0.9075568426739086,0.8494788498372728,0.36973970202100953,0.00025
107,0.9129665105239205,0.9074924371459268,0.8493128403522668,0.37002985236495795,0.00025
108,0.9150815806958986,0.9098161675713279,0.8490235637189041,0.368713142782566,0.00025
109,0.9130489741978438,0.9076696580106561,0.8493213012926274,0.3698578204258979,0.00025
110,0.9120682555696239,0.9073992317373102,0.8493801631794463,0.370252329267529,0.00025
111,0.913341325910195,0.9080005288124084,0.8494385144922779,0.36993144583118426,0.00025
112,0.9122357523959616,0.9078946330330588,0.8492950432018532,0.36880091789601926,0.00025
113,0.9119922233664471,0.9082319899038835,0.8494267712905705,0.36848479517378213,0.00025
114,0.9131262956754022,0.9088111194697294,0.8492538325871659,0.36960781060182635,0.00025
115,0.9144421815872192,0.9090017134493048,0.8489109456851393,0.3688661032053836,0.00025
116,0.9132886256860651,0.9078636602921919,0.8492139348770174,0.36875278592328536,0.00025
117,0.9130901150081469,0.9073490825566378,0.849688185172056,0.36946744907216444,0.00025
118,0.9130912500879039,0.9086107340725985,0.8493054005598809,0.36867784615808824,0.00025
119,0.9140954354534978,0.9074472297321666,0.8492822059130302,0.3699625015658506,0.00025
120,0.9144207323374955,0.9083170619877902,0.8491833004377808,0.3688600913819817,0.00025
121,0.9140198509330335,0.9089052948084745,0.8487891373196031,0.36923579032915316,0.00025
122,0.9156647596670233,0.9070423353802074,0.8494906659781211,0.36980495126768675,0.00025
123,0.9098030121430106,0.9078011296012185,0.8493202801446529,0.36972229528616596,0.00025
124,0.9118757072998129,0.9080853082916953,0.8490687859863487,0.36925986971550373,0.00025
125,0.9125079635692679,0.9087033813649957,0.8489751321292538,0.3691884518742799,0.00025
126,0.912480222142261,0.9086267785592512,0.8492086832588625,0.36884480737958014,0.00025
127,0.9121566058500953,0.9088222167708657,0.8489641912580981,0.3693959590522663,0.00025
128,0.911466293360876,0.9081755388866771,0.8490315870244186,0.3697142864310118,0.00025
129,0.9153968167045842,0.9092644507234747,0.8489946798190527,0.36913353596716336,0.00025
130,0.9139845157447068,0.9099419604648243,0.8488361101264327,0.3691883380880105,0.000125
131,0.9135458540657292,0.909206975590099,0.8488671822005155,0.369591247241871,0.000125
132,0.9095721393823624,0.9089515155011957,0.8490552193061154,0.3695298406691757,0.000125
133,0.9122345097686934,0.9085725491697138,0.8491085378182153,0.36978072071737395,0.000125
134,0.9125089165957078,0.9078666459430348,0.8492436940465615,0.36985369814594676,0.000125
135,0.9127793156582377,0.9089291800152172,0.8490661601772713,0.36896677638121556,0.000125
136,0.912201803015626,0.9093030257658525,0.848943914176889,0.3691348186639041,0.000125
137,0.9107697282148444,0.9094668897715482,0.848834943100176,0.3692533758159065,0.000125
